Tên văn phòng đại diện,Ngày cấp,Ngày hết hạn,Quốc gia,Điện thoại VPDD,Địa chỉ,Tên trưởng đại diện,Quốc tịch,Số giấy phép,Ngày cấp phép,Ngày giấy phép hết hạn,Lĩnh vực hoạt động,Tên công ty mẹ,Địa chỉ van phong chinh,Điện thoại VPDD Chinh,Năm thành lập,Nơi ĐKTL,"Bang, Tỉnh, TP",Vốn điều lệ
"SHANDONG SINO - ARGI UNITED BIOTECHNOLOGY CO., LTD",2018-01-08 16:05:16.152,2022-01-08 00:00:00.0,Trung Quốc,,"501, Songdo Tower, 5, 62A , Phường 06, quận 3, thành phố Hồ Chí Minh, Việt Nam",Lyu WenTing,Trung Quốc,"79-05071-01
Thương mại",2018-01-08 16:05:16.152,2022-01-08 00:00:00.0,"Thương mại : Hóa chất,","Shandong Sino - Argi United Biotechnology Co., Ltd","No. 28, Sangyuan Road, Licheng District, Jinan City, China",0086-531-88977761,0,Trung Quốc,,0 USD
"SUZUSYO INDUSTRIES CO., LTD.",2018-01-03 18:22:49.837,2023-01-03 00:00:00.0,Nhật Bản,,"Unit BC11-04, 11, 180-192, Nguyễn Công Trứ, phường Nguyễn Thái Bình, quận 1, thành phố Hồ Chí Minh, Việt Nam",Suzuki Kozo,Nhật Bản,"79-05069-01
Thương mại",2018-01-03 18:22:49.837,2023-01-03 00:00:00.0,"Thương mại : Máy móc, thiết bị công nghiệp,","Suzusyo Industries Co., Ltd.","2-2-13 Kitaueno, Taito-City, Tokyo, Japan",81338411897,0,Nhật Bản,Tokyo,0 USD
"AISHODO CO., LTD",2017-05-03 11:00:34.238,2022-05-03 00:00:00.0,Việt Nam,,"1/8, Bạch Đằng, phường 2, quận Tân Bình, thành phố Hồ Chí Minh, Việt Nam",Nguyễn Thị Thanh Hiền,Việt Nam,"79-04874-01
Thương mại",2017-05-03 11:00:34.238,2022-05-03 00:00:00.0,"Thương mại : Mỹ phẩm,","Aishodo Co., Ltd","U&amp;M Bldg. 7F, Higashiueno 1-14-5, Taiko-ku, Tokyo, Japan",03-5818-7256,0,Nhật Bản,,0 USD
A.R.Z CHEMICALS INTERNATIONAL TRADE LTD.,2014-12-01 15:49:23.847,2022-12-01 00:00:00.0,Việt Nam,08-39104487,"P1.361, The Prince Residence, 17-19-21, phường 12, quận Phú Nhuận, thành phố Hồ Chí Minh, Việt Nam",Ngô Quốc Huy,Việt Nam,"79-04219-01
Thương mại",2014-12-01 15:49:23.847,2022-12-01 00:00:00.0,"Thương mại : Nguyên, nhiên vật liệu,",A.R.Z Chemicals International Trade Ltd.,17 Hareut St Netanya Israel 4272727,97298852889,0,Israel,,0 USD
PT. ENDEKA CERAMICS,2016-04-26 08:06:28.9,2021-04-26 00:00:00.0,Việt Nam,,"Tòa nhà iTower, Tầng 1, 49, Phường 06, quận 3, thành phố Hồ Chí Minh, Việt Nam",Nguyễn Giang Lâm Tùng,Việt Nam,"79-04588-01
Thương mại",2016-04-26 08:06:28.9,2021-04-26 00:00:00.0,"Thương mại : Nguyên, nhiên vật liệu,",PT. Endeka Ceramics,Jl. Tanjung No. 8 A Komplek Multiguna 2 Kawasan Hyundai - Lippo Cikarang Bekasi 17550- Indonesia,001-285-89909404,0,Indonesia,,500.000 USD
"HOZAN (BEIJING) IMP. &amp; EXP. CO., LTD",2018-01-02 14:46:34.066,2023-01-02 00:00:00.0,Trung Quốc,,"4D, HHM Building, 4, 157-159, 12, quận Tân Bình, thành phố Hồ Chí Minh, Việt Nam","Sun, Dedong",Trung Quốc,"79-05066-01
Thương mại",2018-01-02 14:46:34.066,2023-01-02 00:00:00.0,"Thương mại : Máy móc, thiết bị nông nghiệp,","Hozan (Beijing) Imp. &amp; Exp. Co., Ltd","310, Building2, Yard 66, Jiaoda Donglu, Haidian District, Beijing, China",,0,Trung Quốc,,0 USD
"NISHIMOTO TRADING CO., LTD.",2018-01-03 13:33:11.636,2023-01-03 00:00:00.0,Nhật Bản,,"Văn phòng chia sẻ, ghế số 9, 12A, 72, phường Bến Nghé, quận 1, thành phố Hồ Chí Minh, Việt Nam",Mitsunaga Kaede,Nhật Bản,"79-05067-01
Thương mại",2018-01-03 13:33:11.636,2023-01-03 00:00:00.0,"Thương mại : Kinh doanh tổng hợp,","Nishimoto Trading Co., Ltd.","4-1-38, Isobedori, Chuo-ku, Kobe-shi, Hypgo, Japan",81-78-222-7550,0,Nhật Bản,,0 USD
MODE DESIGN CORP. PTY LTD,2018-01-03 14:41:46.425,2023-01-03 00:00:00.0,Australia,,"3, 11Bis, Phan Ngữ, phường Đa Kao, quận 1, thành phố Hồ Chí Minh, Việt Nam",Nguyen Trung Chon,Australia,"79-05068-01
Chế biến",2018-01-03 14:41:46.425,2023-01-03 00:00:00.0,"Chế biến : Đồ nội thất, ngoại thất,",Mode Design Corp. Pty Ltd,"Plaza level, Mosaic 826 Ann Street Fortitude Valley, Queensland, 4006 Australia",61732539900,0,Australia,,0 USD
LABORATOIRE AGUETTANT,2016-12-28 14:53:52.016,2021-12-28 00:00:00.0,Cộng Hòa Pháp,,"2004, Havana, 20, 132, Hàm Nghi, phường Bến Thành, quận 1, thành phố Hồ Chí Minh, Việt Nam","Cesbron Oliver, Laurent, Thierry",Cộng Hòa Pháp,"79-04797-01
Thương mại",2016-12-28 14:53:52.016,2021-12-28 00:00:00.0,"Thương mại : Dược phẩm, thuốc tây,",Laboratoire Aguettant,"1 Rue Alexander Fleming 69007 Lyon, France",330478615141,0,Pháp,,0 USD
POWERFUL DISPLAY HK LIMITED,2018-01-02 09:38:27.95,2020-11-18 00:00:00.0,Australia,,"31A, Tống Hữu Định, phường Thảo Điền, quận 2, thành phố Hồ Chí Minh, Việt Nam",Nguyen Thi Ngoc Diep,Australia,"79-05064-01
Dịch vụ",2018-01-02 09:38:27.95,2020-11-18 00:00:00.0,"Dịch vụ : Bảo trì, giám định, tư vấn, thiết kế,",Powerful Display HK Limited,"Room 2102 - 3, China Insurance Group Building, 141 Des Voeux Road Central, Hong Kong",61414967405,0,Hồng Kông,,0 USD
"HANSUNGMEAT CO,. LTD",2018-01-02 09:41:54.012,2023-01-02 00:00:00.0,Việt Nam,,"41/15D/6/26, 4, Gò Cát, phường Phú Hữu, quận 9, thành phố Hồ Chí Minh, Việt Nam",Nguyễn Thị Kiều Lan,Việt Nam,"79-05065-01
Thương mại",2018-01-02 09:41:54.012,2023-01-02 00:00:00.0,"Thương mại : Thực phẩm,","Hansungmeat Co,. Ltd","1, Sasang-ro 539beon-gil, Sasang-gu, Busan, Korea",051302661,0,Hàn Quốc,,0 USD
"THAI VIET SHING PETROLEUM CO, LTD",2012-01-04 00:00:00.0,2022-01-04 00:00:00.0,Taiwan,38123442,"90, Đường số 6, phường Linh Xuân, quận Thủ Đức, thành phố Hồ Chí Minh, Việt Nam",CHENG CHIA HSIEN,Taiwan,"79-03490-01
Khai thác",2012-01-04 00:00:00.0,2022-01-04 00:00:00.0,"Khai thác : Thăm dò, khai thác dầu khí,","Thai Viet Shing Petroleum Co., Ltd","3F-4, No727, Xing Fu Road, Xin Zhuang District, New Tai Pei City, Taiwan",00886-2-29949362,0,Taiwan,,0 USD
"MORI CONSTRUCTION CO., LTD.",2017-12-26 11:22:59.017,2022-12-26 00:00:00.0,Nhật Bản,,"Packsimex Building, 52, phường Bến Nghé, quận 1, thành phố Hồ Chí Minh, Việt Nam",Nakamura Masaya,Nhật Bản,"79-05061-01
Thương mại",2017-12-26 11:22:59.017,2022-12-26 00:00:00.0,"Thương mại : Kinh doanh tổng hợp,","Mori Construction Co., Ltd.","3487-2 Kamimobiki, Kihoku-cho, Kanoya-shi, Kagoshima-ken, Japan",0994861131,0,Nhật Bản,,0 USD
CORDLIFE GROUP LIMITED,2017-12-27 19:45:11.096,2018-12-27 00:00:00.0,Singapore,,"58, KDC Him Lam, phường Tân Hưng, quận 7, thành phố Hồ Chí Minh, Việt Nam",Tan Poh Lan,Singapore,"79-05063-01
Dịch vụ",2017-12-27 19:45:11.096,2018-12-27 00:00:00.0,"Dịch vụ : Quản lý tài sản,",Cordlife Group Limited,"1 Yishun Industrial Street 1, #06-01/09, A' Posh Bizhub, Singapore 768160",656238-0808,0,Singapore,,0 USD
"ANHUI GUANGXIN AGROCHEMICAL CO., LTD",2017-12-27 09:39:02.104,2022-12-27 00:00:00.0,Trung Quốc,,"298/42 , 2, phường Bình Hưng Hòa A, quận Bình Tân, thành phố Hồ Chí Minh, Việt Nam","Weng, Liqin",Trung Quốc,"79-05062-01
Thương mại",2017-12-27 09:39:02.104,2022-12-27 00:00:00.0,"Thương mại : Phân bón, thuốc trừ sâu,","Anhui Guangxin Agrochemical Co., Ltd","Pengcun Village, Xinhang Town, Guangde County, Xuancheng City, Anhui, China",00862150817211,0,Trung Quốc,,0 USD
LACTALIS INTERNATIONAL,2013-07-10 00:00:00.0,2018-07-09 00:00:00.0,Cộng Hòa Pháp,,"3101 ~ 10, 31, 37, phường Bến Nghé, quận 1, thành phố Hồ Chí Minh, Việt Nam",Bruno Pierre Henri Vax,Cộng Hòa Pháp,"79-03889-01
Thương mại",2013-07-10 00:00:00.0,2018-07-09 00:00:00.0,"Thương mại : Sữa, nước giải khát,",Lactalis International,"16 Avenue Jean Jaures Immeuble Orix - 4eme Etage 94600 Choisy Le Roi, France",33 0 1 49 78 56 00,0,Pháp,,40.000 USD
"COAST TO COAST DESIGNS, INC.",2017-12-25 09:25:37.354,2022-12-25 00:00:00.0,Mỹ,,"lầu 3, 17, đường 38, phường Thảo Điền, quận 2, thành phố Hồ Chí Minh, Việt Nam",Aaron Michael Leri,Mỹ,"79-05059-01
Thương mại",2017-12-25 09:25:37.354,2022-12-25 00:00:00.0,"Thương mại : Đồ nội thất, ngoại thất,","Coast to Coast Designs, Inc.","2980 McFarlane Road, Suite 208 Coconut Groves, FL. US 33133, USA",+1(305)445-9199,0,Hoa Kỳ,,0 USD
"TATEYAMA MACHINE CO., LTD",2017-12-25 09:50:19.644,2022-12-25 00:00:00.0,Nhật Bản,,"1709, CJ, 2Bis-4-6, phường Bến Nghé, quận 1, thành phố Hồ Chí Minh, Việt Nam",Mihara Masaaki,Nhật Bản,"79-05060-01
Thương mại",2017-12-25 09:50:19.644,2022-12-25 00:00:00.0,"Thương mại : Máy móc, trang thiết bị y khoa,","Tateyama Machine Co.,Ltd.","1583 Oizumi, Toyama-shi, Japan",81 76-483-4123,0,Nhật Bản,,0 USD
"TELA MARINERA CO., LTD",2013-12-24 00:00:00.0,2022-12-24 00:00:00.0,Tây Ban Nha,08 62805158,"23, 1, phường Hiệp Phú, quận 9, thành phố Hồ Chí Minh, Việt Nam",Jaime Lozano Zamacola,Tây Ban Nha,"79-03999-01
Thương mại",2013-12-24 00:00:00.0,2022-12-24 00:00:00.0,"Thương mại : Hàng tiêu dùng,","Tela Marinera Co., Ltd","No. 18/643, Village No.2, Ngamwongwan 18 Alley, Bang Khen Sub-District, Mueang Nonthaburi District, Nonthaburi Province, Thailand",02655610104,0,Thái Lan,,0 USD
"TWIN PEAKS JAPAN CO., LTD.",2017-12-21 17:51:00.175,2022-12-21 00:00:00.0,Việt Nam,,"106 Đường số 9, Khu dân cư ấp 5,, xã Phong Phú, huyện Bình Chánh, thành phố Hồ Chí Minh, Việt Nam",Cao Thị Ý Lành,Việt Nam,"79-05058-01
Thương mại",2017-12-21 17:51:00.175,2022-12-21 00:00:00.0,"Thương mại : Hàng tiêu dùng,","Twin Peaks Japan Co., Ltd.","1-15-8, Shiba Daimon, Minato - ku, Tokyo 105-0012, Japan",0081-3-5942-8371,0,Nhật Bản,,0 USD
"VĂN PHÒNG ĐẠI DIỆN UBM ASIA (THAILAND) CO., LTD. TẠI THÀNH PHỐ HỒ CHÍ MINH.",2011-11-01 00:00:00.0,2021-11-01 00:00:00.0,,54012718,"Hà Phan, 10, 17-17A-19, Tôn Thất Tùng, phường Phạm Ngũ Lão, quận 1, thành phố Hồ Chí Minh, Việt Nam",,,"79-03434-01
Dịch vụ",2011-11-01 00:00:00.0,2021-11-01 00:00:00.0,"Dịch vụ : Bảo trì, giám định, tư vấn, thiết kế,","UBM Asia (Thailand) Co., Ltd.","No. 503/23, K.S.L. Tower, 14th Floor, Sri Ayudhaya Road, Thanon Phaya Thai Sub-district, Ratchathewi District, Bangkok Metropolis, Thailand",6626426911,0,Thái Lan,,0 USD
Z NAUTIC,2017-12-19 11:20:44.468,,Cộng Hòa Pháp,,"Pilotco, Một phần lầu 6, 45 ABCD, Bến Nghé, quận 1, thành phố Hồ Chí Minh, Việt Nam",Bloch Patrick Roger Robert,Cộng Hòa Pháp,"79-05057-01
Thương mại",2017-12-19 11:20:44.468,,"Thương mại : Kinh doanh tổng hợp,",Z Nautic,"2 Chemin de la Val Priout, ZA Labal-Prioul - 31450 Ayguesvives - Pháp",,0,Pháp,,0 USD
"AMERICAN TAIWAN BIOPHARM CO., LTD.",2016-05-17 09:42:04.858,2021-05-17 00:00:00.0,Thái Lan,38231066,"3, 17A, Đặng Trần Côn, phường Bến Thành, quận 1, thành phố Hồ Chí Minh, Việt Nam",Chawalit Karnman,Thái Lan,"79-04603-01
Thương mại",2016-05-17 09:42:04.858,2021-05-17 00:00:00.0,"Thương mại : Thuốc thú y,","American Taiwan Biopharm Co., Ltd.","No.1, Eastwater Building, 16th Floor, Vibhavadeerangsit 5 Alley, Vibhavadeerangsit Road, Jomphon Sub-district, Chatuchak District, Bangkok Metropolis, Thailand",6622720630,0,Thái Lan,,"267.605,634 USD"
"AICA KOGYO CO., LTD.",2011-07-20 00:00:00.0,2021-07-06 00:00:00.0,Việt Nam,62556840,"Melody, 7, 422-424, đường Ung Văn Khiêm, phường 25, quận Bình Thạnh, thành phố Hồ Chí Minh, Việt Nam",Trần Hoàng Minh,Việt Nam,"79-03335-01
Thương mại",2011-07-20 00:00:00.0,2021-07-06 00:00:00.0,"Thương mại : Máy móc, trang thiết bị y khoa,","Aica Kogyo Co., Ltd.","2288 Nishihorie, Kiyosu, Aichi, 452-0917, Japan",81524098291,0,Nhật Bản,,0 USD
HERO FUTURE ENERGIES ASIA PTE. LTD.,2017-12-18 10:34:43.116,2022-12-18 00:00:00.0,Malaysia,,"613Register10, Me Linh Point Tower, 6 &amp;7, 02, phường Bến Nghé, quận 1, thành phố Hồ Chí Minh, Việt Nam",Oman Singh Balwinder Singh,Malaysia,"79-05056-01
Thương mại",2017-12-18 10:34:43.116,2022-12-18 00:00:00.0,"Thương mại : Thiết bị bán dẫn, linh kiện điện tử,",Hero Future Energies Asia Pte. Ltd.,67 Mcnair Road Townerville Singapore (328547),6590036502,0,Singapore,,0 USD
"SHANGHAI DASONG CORRUGATING ROLL CO., LTD.",2017-12-18 10:26:26.895,2022-12-18 00:00:00.0,Trung Quốc,,"202A, tòa nhà Welands Airport, lầu 2, 20, Phan Đình Giót, phường 2, quận Tân Bình, thành phố Hồ Chí Minh, Việt Nam","Ma, Peixin",Trung Quốc,"79-05055-01
Thương mại",2017-12-18 10:26:26.895,2022-12-18 00:00:00.0,"Thương mại : Nhôm, kim loại màu,","Shanghai Dasong Corrugating Roll Co., Ltd.","No.189, Yongqiang Road, Sijing Town, Songjiang District, Shanghai Municipality, China",0086-21-67652981,0,Trung Quốc,Shanghai,0 USD
"VĂN PHÒNG ĐẠI DIỆN DULOS, INC TẠI THÀNH PHỐ HỒ CHÍ MINH.",2017-12-14 10:49:05.362,2022-12-14 00:00:00.0,Việt Nam,,"82, Phường 02, quận Tân Bình, thành phố Hồ Chí Minh, Việt Nam",Trương Phương Thảo,Việt Nam,"79-05051-01
Thương mại",2017-12-14 10:49:05.362,2022-12-14 00:00:00.0,"Thương mại : Sản phẩm may mặc, dệt may,","Dulos, Inc","5718 S. Santa FE Ave., Vernon, CA, 90058, The United States of America",3232318800,0,Hoa Kỳ,,0 USD
OPENLOOP PARTNERS INC,2017-12-14 13:04:53.0,2022-12-14 00:00:00.0,Nhật Bản,,"Dreamplex 195, tầng 10, 195, Điện Biên Phủ, phường 15, quận Bình Thạnh, thành phố Hồ Chí Minh, Việt Nam",Uoyama Takeshi,Nhật Bản,"79-05052-01
Thương mại",2017-12-14 13:04:53.0,2022-12-14 00:00:00.0,"Thương mại : Kinh doanh tổng hợp,",Openloop Partners Inc,"4-3-17 Shinjuku, Shinjuku-ku, Tokyo, Japan",81-3-5368-3088,0,Nhật Bản,,0 USD
"DAEWOON I&amp;D CO., LTD",2017-12-15 14:02:16.156,2022-12-15 00:00:00.0,Hàn Quốc,,"4.20, TTTM Thiên Sơn, 800, phường Tân Phú, quận 7, thành phố Hồ Chí Minh, Việt Nam",Kim Hyung Bae,Hàn Quốc,"79-05054-01
Thương mại",2017-12-15 14:02:16.156,2022-12-15 00:00:00.0,"Thương mại : Thiết bị bán dẫn, linh kiện điện tử,","Daewoon I&amp;D Co., Ltd","771-29, Hyundaikia-ro, Bibong-myeon, Hwaseong-si, Gyeonggi-do, Korea",82313577503,0,Hàn Quốc,,0 USD
VĂN PHÒNG ĐẠI DIỆN ADC POWER CONCEPT PTE. LTD. TẠI THÀNH PHỐ HỒ CHÍ MINH.,2017-12-13 16:39:48.55,2022-12-13 00:00:00.0,Malaysia,,"1502, SSG, 15, 516A , Điện Biên Phủ, phường 25, quận Bình Thạnh, thành phố Hồ Chí Minh, Việt Nam",Yeong Chin Tze,Malaysia,"79-05050-01
Thương mại",2017-12-13 16:39:48.55,2022-12-13 00:00:00.0,"Thương mại : Máy móc, thiết bị công nghiệp,",ADC Power Concept Pte. Ltd.,"112 Middle Road, #03-02,Midland House, Singapore (188970)",65 6686 2906,0,Singapore,,0 USD
HIBIKI COMPANY LIMITED,2017-12-15 11:16:23.145,2022-12-15 00:00:00.0,Trung Quốc,,"1, 11B, đường Nguyễn Đình Chiểu, phường Đa Kao, quận 1, thành phố Hồ Chí Minh, Việt Nam",Hu Wen,Trung Quốc,"79-05053-01
Thương mại",2017-12-15 11:16:23.145,2022-12-15 00:00:00.0,"Thương mại : Thực phẩm,",Hibiki Company Limited,"2-3-2 Kasumigaseki- Kita, Kawagoe-shi, Saitama, Nhật Bản",0492371000,0,Nhật Bản,,0 USD
"KANEHIDE HOLDINGS CO., LTD",2017-12-13 09:16:37.733,2022-12-13 00:00:00.0,Nhật Bản,,"8.6, 8, 3C , Tòa nhà Le Meridien, phường Bến Nghé, quận 1, thành phố Hồ Chí Minh, Việt Nam",Kanashi Tamashiro,Nhật Bản,"79-05047-01
Thương mại",2017-12-13 09:16:37.733,2022-12-13 00:00:00.0,"Thương mại : Kinh doanh tổng hợp,","Kanehide Holdings Co., Ltd","112-1 Asahi-machi, Naha City, Okinawa, 900-0029, Japan",81-98-868-6699,0,Nhật Bản,,0 USD
"SANG DO ELECTRIC INDUSTRIAL CO., LTD.",2017-12-13 11:14:07.135,2022-12-13 00:00:00.0,Hàn Quốc,,"A&amp;B, 23, 76, Lê Lai, phường Bến Thành, quận 1, thành phố Hồ Chí Minh, Việt Nam",Kim Sun Hee,Hàn Quốc,"79-05049-01
Thương mại",2017-12-13 11:14:07.135,2022-12-13 00:00:00.0,"Thương mại : Thiết bị bán dẫn, linh kiện điện tử,","Sang Do Electric Industrial Co., Ltd.","32, Gunjacheon-ro 237beon-gil, Siheung-si, Gyeonggi-do, Korea",,0,Hàn Quốc,,0 USD
INTERFURN LIMITED,2017-12-12 14:32:20.514,2020-10-24 00:00:00.0,Brazil,,"Văn phòng số L14-08B, Khu Cao ốc Văn phòng-Tòa nhà Vincom Center, L14, 47 , phường Bến Nghé, quận 1, thành phố Hồ Chí Minh, Việt Nam",BARETTA MAGALI,Brazil,"79-05046-01
Thương mại",2017-12-12 14:32:20.514,2020-10-24 00:00:00.0,"Thương mại : Đồ nội thất, ngoại thất,",Interfurn Limited,26/F Beautiful Group Tower 77 Connaught Road Central Hong Kong,85221159628,0,Hồng Kông,,0 USD
"ARTHREX SINGAPORE, PTE. LTD.",2017-12-13 10:12:18.48,2022-12-13 00:00:00.0,Singapore,,"025 (025B), Centec Business Center, tầng 4, 72-74, Phường 06, quận 3, thành phố Hồ Chí Minh, Việt Nam",Toh Han Pin,Singapore,"79-05048-01
Thương mại",2017-12-13 10:12:18.48,2022-12-13 00:00:00.0,"Thương mại : Máy móc, trang thiết bị y khoa,","Arthrex Singapore, Pte. Ltd.","21 Biopolis road, #03-08, Nucleos, Singapore (138567)",6567141610,0,Singapore,,0 USD
"CONY CO., LTD",2017-12-12 14:06:55.7,2022-12-12 00:00:00.0,Nhật Bản,,"Miss Áo dài, 10, 21, phường Bến Nghé, quận 1, thành phố Hồ Chí Minh, Việt Nam",Kato Hiroshi,Nhật Bản,"79-05045-01
Thương mại",2017-12-12 14:06:55.7,2022-12-12 00:00:00.0,"Thương mại : Hàng tiêu dùng,","Cony Co., Ltd","1-8-15 Azuchimachi, Chuo-ku, Osaka-shi, Osaka-fu, Japan",31 33288 1006,0,Nhật Bản,,0 USD
CHONGSONG CORPORATION,2017-12-12 08:39:43.375,2022-12-12 00:00:00.0,Việt Nam,,"50/25/1, phường Tân Thới Hòa, quận Tân Phú, thành phố Hồ Chí Minh, Việt Nam",Đặng Thị Phương Hồng,Việt Nam,"79-05044-01
Dịch vụ",2017-12-12 08:39:43.375,2022-12-12 00:00:00.0,"Dịch vụ : Phân phối bán lẻ,",Chongsong Corporation,"205-301, 184, Seongbok 2-ro, Suji-gu, Yongin-si, Gyeonggi-do",8231-2624221,0,Hàn Quốc,,0 USD
"CELLTRION HEALTHCARE CO., LTD.",2017-12-11 10:05:34.838,2022-12-11 00:00:00.0,Việt Nam,,"1901, Saigon Trade Center, 37, phường Bến Nghé, quận 1, thành phố Hồ Chí Minh, Việt Nam",Nguyễn Đoàn Nguyệt Hằng,Việt Nam,"79-05042-01
Thương mại",2017-12-11 10:05:34.838,2022-12-11 00:00:00.0,"Thương mại : Dược phẩm, thuốc tây,","Celltrion Healthcare Co., Ltd.","4F, 19, Academy-ro 51beon-gil, Yeonsu-gu, Incheon, Korea",820328506400,0,Hàn Quốc,,0 USD
"KOTOBUKI SEIHAN PRINTING CO., LTD.",2017-12-11 11:05:52.722,2018-12-11 00:00:00.0,Nhật Bản,,"CJ, 2bis-4-6, phường Bến Nghé, quận 1, thành phố Hồ Chí Minh, Việt Nam",Kuroda Takeshi,Nhật Bản,"79-05043-01
Thương mại",2017-12-11 11:05:52.722,2018-12-11 00:00:00.0,"Thương mại : Nguyên, nhiên vật liệu,","Kotobuki Seihan Printing Co., Ltd.","6-4-26 Ueshio, Tennoji-ku, Osaka-shi, Japan",81667702800,0,Nhật Bản,,0 USD
"MAGLAR, INC.",2017-12-08 10:02:55.37,2022-12-08 00:00:00.0,Việt Nam,,"8, 100, Phường 06, quận 3, thành phố Hồ Chí Minh, Việt Nam",Trần Cao Bảo Trâm,Việt Nam,"79-05041-01
Thương mại",2017-12-08 10:02:55.37,2022-12-08 00:00:00.0,"Thương mại : Phần cứng máy tính,","MagLar, Inc.","785 Virgina Ave, Campbell, CA95008, United States of America",14084207434,0,Hoa Kỳ,,0 USD
"VĂN PHÒNG ĐẠI DIỆN POSEIDON CO., LTD. TẠI THÀNH PHỐ HỒ CHÍ MINH.",2014-07-04 00:00:00.0,2021-07-03 00:00:00.0,Nhật Bản,,"số 1, Tòa nhà PaxSky, 5,, 123, Phường 06, quận 3, thành phố Hồ Chí Minh, Việt Nam",Sato Miyuki,Nhật Bản,"79-04104-01
Thương mại",2014-07-04 00:00:00.0,2021-07-03 00:00:00.0,"Thương mại : Thực phẩm,","Poseidon Co., Ltd.","1-13-21 Tairamachi, Meguro-ku, Tokyo,Japan",81-3-717-2896,0,Nhật Bản,Tokyo,0 USD
"TANG ENG IRON WORKS CO., LTD.",2017-12-07 10:42:50.754,2022-12-07 00:00:00.0,Taiwan,,"7B, Crescent Plaza, 5, 105, Tôn Dật Tiên, phường Tân Phú, quận 7, thành phố Hồ Chí Minh, Việt Nam","Tsai, Jung-hua",Taiwan,"79-05040-01
Chế biến",2017-12-07 10:42:50.754,2022-12-07 00:00:00.0,"Chế biến : Hàng tiêu dùng,","Tang Eng Iron Works Co., Ltd.","No.4, Yan Hai Street 2nd Road, Hsiao Kang District, Kaohsiung City, Taiwan 81260, R.O.C",078022811,0,Taiwan,,0 USD
TESEO S.P.A,2017-12-06 10:28:14.803,2022-12-06 00:00:00.0,Ý,,"1, 170-170Bis, Bùi Thị Xuân, phường Phạm Ngũ Lão, quận 1, thành phố Hồ Chí Minh, Việt Nam",CARLO NATALE,Ý,"79-05039-01
Thương mại",2017-12-06 10:28:14.803,2022-12-06 00:00:00.0,"Thương mại : Máy móc, thiết bị nông nghiệp,",Teseo S.P.A,"Fermo (FM) Via Giovanni Agnelli, 49 Cap 63900",,0,Ý,,0 USD
INBIOTECH L.T.D.,2017-12-05 16:03:04.077,2022-12-05 00:00:00.0,Việt Nam,,"345, Phường 09, quận Tân Bình, thành phố Hồ Chí Minh, Việt Nam",Phạm Ngọc Viễn Linh,Việt Nam,"79-05038-01
Thương mại",2017-12-05 16:03:04.077,2022-12-05 00:00:00.0,"Thương mại : Dược phẩm, thuốc tây,",Inbiotech L.T.D.,"5 A Triaditza str., Sofia 1000, Bulgaria",35929879537,0,Bulgaria,,0 USD
KIAG KNOWLEDGE INTELLIGENCE APPLICATIONS GMBH,2016-07-21 10:16:39.21,2021-07-21 00:00:00.0,Đức,,"5, 316, phường 1, quận Tân Bình, thành phố Hồ Chí Minh, Việt Nam",Stephan Hans Kunz,Đức,"79-04657-01
Dịch vụ",2016-07-21 10:16:39.21,2021-07-21 00:00:00.0,"Dịch vụ : Bưu chính, viễn thông,",KIAG Knowledge Intelligence Applications GmbH,"Kaiserplatz 17, 53113 Bonn, Deutschland",490-221-420-739-0,0,Đức,,0 USD
FUJI KASEI COMPANY LIMITED,2014-12-22 15:14:50.011,2022-12-22 00:00:00.0,Nhật Bản,,"1.01, PHUONG, 31C, phường Bến Nghé, quận 1, thành phố Hồ Chí Minh, Việt Nam",Ayato Kazunari,Nhật Bản,"79-04234-01
Thương mại",2014-12-22 15:14:50.011,2022-12-22 00:00:00.0,"Thương mại : Hóa chất,",Fuji Kasei Company Limited,"3-9-3 Hon-cho, Nakano-ku, Tokyo, Japan",81333201116,0,Nhật Bản,Tokyo,0 USD
